h_id	tax_id	enterez_id	genesymbol	??	???
5706	9606	51077	FCF1	7705730	NP_057046.1
5706	10090	73736	Fcf1	268607601	NP_082908.2
5706	10116	299198	Fcf1	112984540	NP_001037700.1
5707	9606	57038	RARS2	197100773	NP_064716.2
5707	10090	109093	Rars2	240120047	NP_852071.2
5707	10116	297969	Rars2	157820403	NP_001100113.1
5716	9606	51362	CDC40	7706657	NP_056975.1
5716	10090	71713	Cdc40	198278501	NP_082155.1
5716	10116	361859	Cdc40	157817551	NP_001102008.1
5717	9606	51575	ESF1	444909146	NP_001263309.1
5717	10090	66580	Esf1	124487344	NP_001074559.1
5717	10116	366203	Esf1	213688423	NP_001094241.1
5719	9606	23413	NCS1	17738308	NP_055101.2
5719	10090	14299	Ncs1	9790115	NP_062655.1
5719	10116	65153	Ncs1	13242261	NP_077342.1
5725	9606	80198	MUS81	156151413	NP_079404.3
5725	10090	71711	Mus81	170016083	NP_082153.3
5725	10116	293678	Mus81	71043706	NP_001020816.1
5735	9606	23463	ICMT	6912430	NP_036537.1
5735	10090	57295	Icmt	51317397	NP_598549.1
5735	10116	170818	Icmt	158138563	NP_579844.2
5738	9606	56949	XAB2	55770906	NP_064581.2
5738	10090	67439	Xab2	13385660	NP_080432.1
5738	10116	245976	Xab2	20806159	NP_620809.1
5742	9606	10531	PITRM1	41352061	NP_055704.2
5742	10090	69617	Pitrm1	21699068	NP_660113.1
5742	10116	307081	Pitrm1	157819139	NP_001100833.1
5745	9606	80255	SLC35F5	21361959	NP_079457.2
5745	10090	74150	Slc35f5	148540182	NP_083063.2
5745	10116	288993	Slc35f5	157786986	NP_001099420.1
5754	9606	126003	TRAPPC5	109698595	NP_777554.1
5754	10090	66682	Trappc5	157266281	NP_079977.3
5754	10116	363858	Trappc5	157819521	NP_001102320.1
5756	9606	6293	VPS52	574584848	NP_001276103.1
5756	10090	224705	Vps52	148747162	NP_766208.2
5756	10116	25218	Vps52	14861866	NP_149088.1
5757	9606	51510	CHMP5	189409150	NP_057494.3
5757	10090	76959	Chmp5	13386442	NP_084090.1
5757	10116	297995	Chmp5	70912368	NP_001020581.1
5759	9606	84296	GINS4	14150122	NP_115712.1
5759	10090	109145	Gins4	13195660	NP_077202.1
5759	10116	290842	Gins4	71795643	NP_001025198.1
5762	9606	9933	KIAA0020	109948283	NP_055693.4
5762	10090	52874	D19Bwg1357e	29126213	NP_803425.1
5775	9606	151258	SLC38A11	312433996	NP_001186077.1
5775	10090	320106	Slc38a11	114205381	NP_796048.2
5775	10116	362141	Slc38a11	392346360	XP_342442.5
5781	9606	60560	NAA35	145275204	NP_078911.3
5781	10090	78689	Naa35	172072615	NP_084429.2
5781	10116	64472	Naa35	19033372	NP_579858.1
5782	9606	246269	LACE1	21918872	NP_660358.2
5782	10090	215951	Lace1	144922663	NP_665686.2
5782	10116	502479	Lace1	83320101	NP_001032745.1
5783	9606	51382	ATP6V1D	7706757	NP_057078.1
5783	10090	73834	Atp6v1d	12963799	NP_076210.1
5783	10116	299159	Atp6v1d	40786463	NP_955418.1
5790	9606	58478	ENOPH1	10864017	NP_067027.1
5790	10090	67870	Enoph1	251823872	NP_080697.2
5790	10116	305177	Enoph1	57164119	NP_001009391.1
5791	9606	57130	ATP13A1	170016077	NP_065143.2
5791	10090	170759	Atp13a1	283135194	NP_573487.2
5791	10116	290673	Atp13a1	170016079	NP_001099549.2
5794	9606	26061	HACL1	93004078	NP_036392.2
5794	10090	56794	Hacl1	31560355	NP_064359.2
5794	10116	85255	Hacl1	27436863	NP_445945.1
5799	9606	84912	SLC35B4	14249528	NP_116215.1
5799	10090	58246	Slc35b4	10946804	NP_067410.1
5799	10116	296969	Slc35b4	157819337	NP_001100060.1
5803	9606	28985	MCTS1	7662502	NP_054779.1
5803	10090	68995	Mcts1	21312175	NP_081178.1
5803	10116	302500	Mcts1	112984244	NP_001037702.1
5812	9606	4482	MSRA	6912516	NP_036463.1
5812	10090	110265	Msra	31981013	NP_080598.2
5812	10116	29447	Msra	16758004	NP_445759.1
5813	9606	55137	FIGN	64084766	NP_060556.2
5813	10090	60344	Fign	11181772	NP_068362.1
5813	10116	295649	Fign	157817141	NP_001099954.1
5820	9606	54995	OXSM	8923559	NP_060367.1
5820	10090	71147	Oxsm	58037235	NP_081971.1
5820	10116	289934	Oxsm	213972556	NP_001093978.1
5827	9606	63929	XPNPEP3	11559925	NP_071381.1
5827	10116	685823	Xpnpep3	335334925	NP_001124054.2
5830	9606	25973	PARS2	34303926	NP_689481.2
5830	10090	230577	Pars2	139948914	NP_001077356.1
5830	10116	313429	Pars2	62078861	NP_001014086.1
5835	9606	79711	IPO4	62460637	NP_078934.3
5835	10090	75751	Ipo4	19745156	NP_077229.4
5835	10116	290228	Ipo4	157823031	NP_001099508.1
5844	9606	10412	NSA2	7662677	NP_055701.1
5844	10090	59050	Nsa2	148540168	NP_067527.3
5844	10116	171456	Nsa2	128485562	NP_599242.2
5846	9606	145553	MDP1	33457311	NP_612485.2
5846	10090	67881	Mdp1	12963663	NP_075886.1
5846	10116	290230	Mdp1	157823059	NP_001099509.1
5848	9606	1355	COX15	17921985	NP_510870.1
5848	10090	226139	Cox15	31541932	NP_659123.2
5848	10116	309391	Cox15	164518906	NP_001028871.2
5853	9606	60314	C12orf10	145275185	NP_067653.3
5853	10090	60315	Myg1	11096332	NP_068359.1
5853	10116	300258	Myg1	53850618	NP_001005545.1
5854	9606	83548	COG3	325197106	NP_113619.2
5854	10090	338337	Cog3	119392070	NP_796355.2
5854	10116	361073	Cog3	58865886	NP_001012157.1
5857	9606	140886	PABPC5	18201888	NP_543022.1
5857	10090	93728	Pabpc5	29336045	NP_444344.1
5857	10116	688518	Pabpc5	160333518	NP_001103836.1
5859	9606	23020	SNRNP200	40217847	NP_054733.2
5859	10090	320632	Snrnp200	40018610	NP_796188.2
5859	10116	296126	Snrnp200	281371480	NP_001032855.2
5865	9606	137872	ADHFE1	133922590	NP_653251.2
5865	10090	76187	Adhfe1	30424876	NP_780445.1
5865	10116	362474	Adhfe1	70794742	NP_001020594.1
5870	9606	2058	EPRS	62241042	NP_004437.2
5870	10090	107508	Eprs	82617575	NP_084011.1
5870	10116	289352	Eprs	66793366	NP_001019409.1
5874	9606	55705	IPO9	21361659	NP_060555.2
5874	10090	226432	Ipo9	112734861	NP_722469.1
5874	10116	304817	Ipo9	157821073	NP_001100650.1
5876	9606	25821	MTO1	183227703	NP_001116698.1
5876	10090	68291	Mto1	171460946	NP_080934.2
5876	10116	300852	Mto1	157820343	NP_001100311.1
5878	9606	55623	THUMPD1	42476024	NP_060206.2
5878	10090	233802	Thumpd1	21704176	NP_663560.1
5878	10116	309041	Thumpd1	57527375	NP_001009688.1
5879	9606	51234	EMC4	7705997	NP_057538.1
5879	10090	68032	Emc4	13386014	NP_080795.1
5879	10116	296049	Emc4	157817408	NP_001099965.1
5881	9606	60491	NIF3L1	209862879	NP_001129511.1
5881	10090	65102	Nif3l1	41056093	NP_075364.2
5881	10116	301431	Nif3l1	67078492	NP_001019934.1
5883	9606	57576	KIF17	170784807	NP_065867.2
5883	10090	16559	Kif17	13487898	NP_034753.1
5883	10116	500571	Kif17	564353830	XP_006239355.1
5884	9606	80349	WDR61	13376840	NP_079510.1
5884	10090	66317	Wdr61	13277350	NP_075680.1
5884	10116	363064	Wdr61	71043902	NP_001020914.1
5887	9606	10985	GCN1L1	54607053	NP_006827.1
5887	10090	231659	Gcn1l1	112807186	NP_766307.2
5887	10116	690632	Gcn1l1	274327131	NP_001162135.1
5890	9606	84057	MND1	14149769	NP_115493.1
5890	10090	76915	Mnd1	240848585	NP_084073.2
5890	10116	295160	Mnd1	392345764	XP_215595.5
5891	9606	9706	ULK2	217330559	NP_001136082.1
5891	10090	29869	Ulk2	238231390	NP_038909.3
5891	10116	303206	Ulk2	300798737	NP_001178574.1
5894	9606	54464	XRN1	110624792	NP_061874.3
5894	10090	24127	Xrn1	115495455	NP_036046.2
5894	10116	300944	Xrn1	293361286	XP_217233.5
5898	9606	54432	YIPF1	10092643	NP_061855.1
5898	10090	230584	Yipf1	21704084	NP_663525.1
5898	10116	298312	Yipf1	40786465	NP_955415.1
5905	9606	54516	MTRF1L	166795303	NP_061914.3
5905	10090	108853	Mtrf1l	30425080	NP_780583.1
5905	10116	361473	Mtrf1l	71043904	NP_001020894.1
5907	9606	29960	FTSJ2	7019377	NP_037525.1
5907	10090	68017	Ftsj2	13386002	NP_080786.1
5907	10116	304323	Ftsj2	157820165	NP_001100595.1
5917	9606	55341	LSG1	223029424	NP_060855.2
5917	10090	224092	Lsg1	30017373	NP_835170.1
5917	10116	288029	Lsg1	61740615	NP_001013439.1
5918	9606	9924	PAN2	261878449	NP_001159751.1
5918	10090	103135	Pan2	29789349	NP_598753.1
5918	10116	408200	Pan2	57114304	NP_001008862.1
5930	9606	85365	ALG2	14861836	NP_149078.1
5930	10090	56737	Alg2	172072657	NP_064382.3
5930	10116	313231	Alg2	213511844	NP_001094180.1
5931	9606	80324	PUS1	70166645	NP_079491.2
5931	10090	56361	Pus1	70906468	NP_001020732.1
5931	10116	304567	Pus1	70906466	NP_001020734.1
5932	9606	29097	CNIH4	7661824	NP_054903.1
5932	10090	98417	Cnih4	68131553	NP_084407.1
5932	10116	289324	Cnih4	157787026	NP_001099451.1
5940	9606	29893	PSMC3IP	7706577	NP_057640.1
5940	10090	19183	Psmc3ip	25092696	NP_032975.1
5940	10116	140938	Psmc3ip	77628027	NP_604453.2
5951	9606	50814	NSDHL	8393516	NP_057006.1
5951	10090	18194	Nsdhl	31982437	NP_035071.3
5951	10116	309262	Nsdhl	57164113	NP_001009399.1
5952	9606	221143	N6AMT2	28372547	NP_777588.1
5952	10090	68043	N6amt2	13386022	NP_080802.1
5952	10116	290279	N6amt2	201861695	NP_001128462.1
5959	9606	54974	THG1L	89242148	NP_060342.2
5959	10090	66628	Thg1l	124377988	NP_001074438.1
5959	10116	303067	Thg1l	62078661	NP_001013988.1
5960	9606	84896	ATAD1	31377644	NP_116199.2
5960	10090	67979	Atad1	31560168	NP_080763.2
5960	10116	309532	Atad1	78097112	NP_001030174.1
5961	9606	83451	ABHD11	23200008	NP_683710.1
5961	10090	68758	Abhd11	21644577	NP_660250.1
5961	10116	360831	Abhd11	403224993	NP_001258109.1
5969	9606	83939	EIF2A	54873624	NP_114414.2
5969	10090	229317	Eif2a	54020676	NP_001005509.1
5969	10116	502531	Eif2a	157819055	NP_001102809.1
5970	9606	5198	PFAS	31657129	NP_036525.1
5970	10090	237823	Pfas	226958458	NP_001152991.1
5970	10116	287420	Pfas	157786806	NP_001099261.1
5971	9606	79018	GID4	23111007	NP_076957.3
5971	10090	66771	Gid4	254939696	NP_080033.3
5971	10116	687192	Gid4	392351254	XP_003750888.1
5976	9606	8890	EIF2B4	78000158	NP_001029288.1
5976	10090	13667	Eif2b4	188219551	NP_034252.2
5976	10116	117019	Eif2b4	16758830	NP_446402.1
5980	9606	26121	PRPF31	221136939	NP_056444.3
5980	10090	68988	Prpf31	228480236	NP_081604.3
5980	10116	292536	Prpf31	157819227	NP_001099689.1
5981	9606	56915	EXOSC5	47174864	NP_064543.3
5981	10090	27998	Exosc5	20070392	NP_613052.1
5981	10116	308441	Exosc5	312596907	NP_001100963.2
5982	9606	60386	SLC25A19	186928858	NP_001119593.1
5982	10090	67283	Slc25a19	21313024	NP_080347.1
5982	10116	303676	Slc25a19	56090443	NP_001007675.1
5984	9606	23481	PES1	7657455	NP_055118.1
5984	10090	64934	Pes1	12584984	NP_075027.1
5984	10116	289740	Pes1	112984152	NP_001037693.1
5993	9606	25949	SYF2	7661636	NP_056299.1
5993	10090	68592	Syf2	21312064	NP_081056.1
5993	10116	170933	Syf2	19173786	NP_596908.1
5998	9606	79954	NOL10	171460958	NP_079170.2
5998	10090	217431	Nol10	56606027	NP_001008421.1
5998	10116	313981	Nol10	62078885	NP_001014098.1
6009	9606	92935	MARS2	24308436	NP_612404.1
6009	10090	212679	Mars2	30425166	NP_780648.1
6009	10116	100911305	LOC100911305	392350755	XP_003750747.1
6009	10116	316403	Mars2	392350759	XP_003750749.1
6017	9606	54512	EXOSC4	9506689	NP_061910.1
6017	10090	109075	Exosc4	29611663	NP_780608.1
6017	10116	300045	Exosc4	198442889	NP_001128332.1
6019	9606	55250	ELP2	8922735	NP_060725.1
6019	10090	58523	Elp2	134032030	NP_067423.2
6019	10116	307545	Elp2	77628045	NP_001029317.1
6028	9606	56270	WDR45B	122939167	NP_062559.2
6028	10090	66840	Wdr45b	27229002	NP_080069.2
6028	10116	360682	Wdr45b	88759333	NP_001034676.1
6030	9606	84920	ALG10	147904264	NP_116223.3
6030	10090	380959	Alg10b	85701951	NP_001028613.1
6030	10116	245960	Alg10	20806143	NP_620801.1
6036	9606	55153	SDAD1	153791300	NP_060585.2
6036	10090	231452	Sdad1	27370042	NP_766301.1
6036	10116	289504	Sdad1	55741772	NP_001006959.1
6037	9606	25796	PGLS	6912586	NP_036220.1
6037	10090	66171	Pgls	13384778	NP_079672.1
6037	10116	290636	Pgls	157823471	NP_001099536.1
6039	9606	51004	COQ6	32967305	NP_872282.1
6039	10090	217707	Coq6	283135186	NP_766170.2
6039	10116	299195	Coq6	58865534	NP_001011983.1
6040	9606	55972	SLC25A40	46094065	NP_061331.2
6040	10090	319653	Slc25a40	158749545	NP_848881.2
6040	10116	296813	Slc25a40	81295337	NP_001032263.1
6042	9606	112858	TP53RK	41327715	NP_291028.3
6042	10090	381406	2810408M09Rik	62510085	NP_001007582.1
6042	10090	76367	Trp53rk	31560052	NP_076304.2
6042	10116	685619	LOC685619	293358272	XP_002729296.1
6042	10116	362272	Tp53rk	157820293	NP_001102076.1
6044	9606	29028	ATAD2	24497618	NP_054828.2
6044	10090	70472	Atad2	91199557	NP_081711.2
6044	10116	314993	Atad2	199560855	NP_001128351.1
6048	9606	57703	CWC22	55749769	NP_065994.1
6048	10090	80744	Cwc22	27881425	NP_085037.2
6048	10116	362153	Cwc22	564341547	XP_006234487.1
6048	10116	500684	LOC500684	114145632	NP_001041424.1
6052	9606	6836	SURF4	19557691	NP_149351.1
6052	10090	20932	Surf4	6755698	NP_035642.1
6052	10116	619346	Surf4	76443685	NP_001029040.1
6056	9606	23392	KIAA0368	122937211	NP_001073867.1
6056	10090	230249	AI314180	37718970	NP_759013.2
6059	9606	23626	SPO11	6912680	NP_036576.1
6059	10090	26972	Spo11	6755624	NP_036176.1
6059	10116	366261	Spo11	157818345	NP_001102434.1
6064	9606	51633	OTUD6B	157364937	NP_057107.3
6064	10090	72201	Otud6b	157364966	NP_690025.2
6064	10116	297911	Otud6b	157820311	NP_001100109.1
6073	9606	54938	SARS2	8923421	NP_060297.1
6073	10090	71984	Sars2	228008415	NP_076126.2
6073	10116	292759	Sars2	157819737	NP_001099710.1
6078	9606	23203	PMPCA	24308013	NP_055975.1
6078	10090	66865	Pmpca	27502349	NP_775272.1
6078	10116	296588	Pmpca	54234052	NP_001003673.1
6081	9606	8659	ALDH4A1	25777734	NP_003739.2
6081	10090	212647	Aldh4a1	225543103	NP_780647.3
6081	10116	641316	Aldh4a1	197927423	NP_001128170.1
6086	9606	124641	OVCA2	18201880	NP_543012.1
6086	10090	246257	Ovca2	18158418	NP_081412.1
6086	10116	497954	Ovca2	157817508	NP_001102506.1
6092	9606	51202	DDX47	20149629	NP_057439.2
6092	10090	67755	Ddx47	27229058	NP_080636.2
6092	10116	297685	Ddx47	299829301	NP_001015005.2
6095	9606	23404	EXOSC2	19923403	NP_055100.2
6095	10090	227715	Exosc2	21450259	NP_659135.1
6095	10116	366017	Exosc2	157822341	NP_001102422.1
6096	9606	57570	TRMT5	145275187	NP_065861.2
6096	10090	76357	Trmt5	21313170	NP_083856.1
6096	10116	362754	Trmt5	157823371	NP_001102183.1
6098	9606	55191	NADSYN1	41393551	NP_060631.2
6098	10090	78914	Nadsyn1	21313534	NP_084497.1
6098	10116	353255	Nadsyn1	31324552	NP_852145.1
6099	9606	51400	PPME1	7706645	NP_057231.1
6099	10090	72590	Ppme1	30794138	NP_082568.1
6099	10116	361613	Ppme1	300797479	NP_001178767.1
6100	9606	160760	PPTC7	21281679	NP_644812.1
6100	10090	320717	Pptc7	46195809	NP_796216.2
6100	10116	304488	Pptc7	157820437	NP_001100611.1
6101	9606	26019	UPF2	18375676	NP_542166.1
6101	10090	326622	Upf2	124487283	NP_001074601.1
6101	10116	361271	Upf2	157823467	NP_001101891.1
6107	9606	5414	SEPT4	4758942	NP_004565.1
6107	10090	18952	Sept4	6755120	NP_035259.1
6108	9606	27304	MOCS3	7657339	NP_055299.1
6108	10090	69372	Mocs3	237820699	NP_001153802.1
6108	10116	311655	Mocs3	157821745	NP_001101274.1
6110	9606	23549	DNPEP	156416028	NP_036232.2
6110	10090	13437	Dnpep	161016822	NP_001104301.1
6110	10116	301529	Dnpep	67846036	NP_001020050.1
6114	9606	124801	LSM12	22748747	NP_689557.1
6114	10090	268490	Lsm12	31711990	NP_766535.1
6114	10116	287731	Lsm12	157786700	NP_001099313.1
6115	9606	51647	FAM96B	7706343	NP_057146.1
6115	10090	68523	Fam96b	21312046	NP_081029.1
6115	10116	680987	Fam96b	221325680	NP_001138326.1
6120	9606	55272	IMP3	8922794	NP_060755.1
6120	10090	102462	Imp3	19527196	NP_598737.1
6120	10116	315697	Imp3	157822893	NP_001101622.1
6124	9606	1763	DNA2	320461728	NP_001073918.2
6124	10090	327762	Dna2	283837769	NP_796346.2
6124	10116	309762	Dna2	392355327	XP_241671.6
6127	9606	51068	NMD3	19923796	NP_057022.2
6127	10090	97112	Nmd3	19526940	NP_598548.1
6127	10116	310512	Nmd3	157818501	NP_001101152.1
6131	9606	113419	TEX261	42518076	NP_653183.2
6131	10090	21766	Tex261	6678297	NP_033383.1
6131	10116	297392	Tex261	62955835	NP_001017537.1
6134	9606	51604	PIGT	23397653	NP_057021.2
6134	10090	78928	Pigt	120587021	NP_598540.2
6134	10116	296360	Pigt	164663843	NP_001100010.2
6135	9606	138428	PTRH1	50897284	NP_001002913.1
6135	10090	329384	Ptrh1	30519902	NP_848710.1
6135	10116	362113	Ptrh1	564340471	XP_003749497.2
6143	9606	10322	SMYD5	154689858	NP_006053.2
6143	10090	232187	Smyd5	154689581	NP_659167.2
6143	10116	312503	Smyd5	157823305	NP_001101340.1
6149	9606	5524	PPP2R4	30065643	NP_821067.1
6149	10090	110854	Ppp2r4	254587947	NP_620087.3
6149	10116	362102	Ppp2r4	157819489	NP_001102047.1
6151	9606	81034	SLC25A32	21314739	NP_110407.2
6151	10090	69906	Slc25a32	168480117	NP_765990.2
6151	10116	315023	Slc25a32	290560922	NP_001166805.1
6170	9606	27042	DIEXF	75677335	NP_055203.4
6170	10090	215193	Diexf	56790942	NP_663390.2
6170	10116	305076	Diexf	62078701	NP_001014008.1
6173	9606	79717	PPCS	116875844	NP_078940.2
6173	10090	106564	Ppcs	76096364	NP_080770.2
6173	10116	298490	Ppcs	164663898	NP_001034099.2
6175	9606	399818	METTL10	58219056	NP_997719.2
6175	10090	72096	Mettl10	47059504	NP_082371.1
6175	10116	361664	Mettl10	157817602	NP_001101974.1
6182	9606	51700	CYB5R2	47778923	NP_057313.2
6182	10090	320635	Cyb5r2	327315397	NP_001192156.1
6182	10116	365345	Cyb5r2	62079219	NP_001014266.1
6202	9606	55821	ALLC	144953901	NP_060906.3
6202	10090	94041	Allc	176866044	NP_444386.2
6202	10116	246758	Allc	61556760	NP_001013055.1
6221	9606	55737	VPS35	17999541	NP_060676.2
6221	10090	65114	Vps35	13928670	NP_075373.1
6221	10116	25479	Vps35	205360969	NP_001099188.2
6222	9606	51477	ISYNA1	7705558	NP_057452.1
6222	10090	71780	Isyna1	12963757	NP_076116.1
6222	10116	290651	Isyna1	189163481	NP_001013902.2
6229	9606	115708	TRMT61A	123173772	NP_689520.2
6229	10090	328162	Trmt61a	152963555	NP_001093262.1
6229	10116	314462	Trmt61a	56090395	NP_001007707.1
6238	9606	84340	GFM2	526479814	NP_001268231.1
6238	10090	320806	Gfm2	225690549	NP_796240.3
6238	10116	294672	Gfm2	402766187	NP_001094135.1
6243	9606	284098	PIGW	75750492	NP_848612.2
6243	10090	70325	Pigw	117647259	NP_081664.2
6243	10116	378774	Pigw	37360979	NP_919443.1
6257	9606	23517	SKIV2L2	193211480	NP_056175.3
6257	10090	72198	Skiv2l2	21312352	NP_082427.1
6257	10116	365668	Skiv2l2	77539760	NP_001029265.1
6262	9606	134637	ADAT2	124107608	NP_872309.2
6262	10090	66757	Adat2	61098160	NP_080024.3
6262	10116	361453	Adat2	169234864	NP_001108500.1
6264	9606	55275	VPS53	189491744	NP_001121631.1
6264	10090	68299	Vps53	31980873	NP_080940.2
6264	10116	287535	Vps53	157786652	NP_001099283.1
6272	9606	51072	MEMO1	7705720	NP_057039.1
6272	10090	76890	Memo1	19526994	NP_598532.1
6272	10116	298787	Memo1	71361623	NP_001025088.1
6274	9606	93183	PIGM	21553315	NP_660150.1
6274	10090	67556	Pigm	19920329	NP_080510.1
6274	10116	79112	Pigm	13162329	NP_077058.1
6275	9606	8562	DENR	27501446	NP_003668.2
6275	10090	68184	Denr	13386092	NP_080879.1
6275	10116	687565	LOC687565	169234852	NP_001108518.1
6277	9606	51074	APIP	166235186	NP_057041.2
6277	10090	56369	Apip	258613873	NP_062709.3
6280	9606	143279	HECTD2	546231308	NP_877497.3
6280	10090	226098	Hectd2	254939511	NP_001156943.1
6280	10116	309514	Hectd2	403310658	NP_001101078.2
6283	9606	100534599	ISY1-RAB43	325910836	NP_001191819.1
6283	10090	57905	Isy1	20149316	NP_598695.1
6283	10116	362394	Isy1	62079103	NP_001014210.1
6285	9606	1841	DTYMK	42544174	NP_036277.2
6285	10090	21915	Dtymk	157785665	NP_001099137.1
6285	10116	301622	Dtymk	157817466	NP_001100395.1
6287	9606	22948	CCT5	24307939	NP_036205.1
6287	10090	12465	Cct5	6671702	NP_031663.1
6287	10116	294864	Cct5	51890219	NP_001004078.1
6288	9606	5984	RFC4	31881687	NP_853551.1
6288	10090	106344	Rfc4	21703948	NP_663455.1
6288	10116	288003	Rfc4	157786766	NP_001099339.1
6289	9606	3704	ITPA	15626999	NP_258412.1
6289	10090	16434	Itpa	31982664	NP_080198.2
6289	10116	311422	Itpa	157821079	NP_001101244.1
6290	9606	83475	DOHH	13775228	NP_112594.1
6290	10090	102115	Dohh	284005490	NP_598725.2
6290	10116	314644	Dohh	68163445	NP_001020177.1
6291	9606	10400	PEMT	22538478	NP_680477.1
6291	10090	18618	Pemt	33667036	NP_032845.2
6291	10116	25511	Pemt	6981348	NP_037135.1
6303	9606	84313	VPS25	14150155	NP_115729.1
6303	10090	28084	Vps25	548923764	NP_001271340.1
6303	10116	681059	Vps25	291045115	NP_001166922.1
6320	9606	22908	SACM1L	190014578	NP_054735.3
6320	10090	83493	Sacm1l	13507622	NP_109617.1
6320	10116	116482	Sacm1l	16758640	NP_446250.1
6323	9606	79706	PRKRIP1	13375901	NP_078929.1
6323	10090	66801	Prkrip1	13385244	NP_080050.1
6323	10116	498171	Prkrip1	149192873	NP_001092263.1
6330	9606	23556	PIGN	29029537	NP_789744.1
6330	10090	27392	Pign	167900470	NP_038812.2
6330	10116	309051	Pign	209954806	NP_001094054.1
6332	9606	58477	SRPRB	284795266	NP_067026.3
6332	10090	20818	Srprb	6678137	NP_033301.1
6332	10116	300965	Srprb	61676217	NP_001013270.1
6333	9606	55739	CARKD	338968897	NP_001229810.1
6333	10090	69225	Carkd	298676452	NP_001177286.1
6333	10116	361185	Carkd	157822193	NP_001101872.1
6337	9606	171568	POLR3H	24475814	NP_612211.1
6337	10090	78929	Polr3h	27229271	NP_084505.2
6337	10116	300088	Polr3h	187937020	NP_001120767.1
6338	9606	84946	LTV1	21361875	NP_116249.2
6338	10090	353258	Ltv1	31324539	NP_852135.1
6338	10116	361452	Ltv1	62079041	NP_001014179.1
6343	9606	399512	SLC25A35	41462412	NP_958928.1
6343	10090	71998	Slc25a35	21312550	NP_082324.1
6343	10116	497933	Slc25a35	157817424	NP_001102503.1
6347	9606	112970	KTI12	19923939	NP_612426.1
6347	10090	100087	Kti12	20270210	NP_083847.1
6347	10116	685656	Kti12	112983856	NP_001037753.1
6349	9606	51118	UTP11L	156415994	NP_057121.2
6349	10090	67205	Utp11l	13385534	NP_080307.1
6349	10116	313581	Utp11l	157818659	NP_001101448.1
6350	9606	55702	CCDC94	31542652	NP_060544.2
6350	10090	72886	Ccdc94	21312171	NP_082657.1
6350	10116	501285	Ccdc94	197927315	NP_001103143.1
6350	10116	364539	RGD1563937	34877846	XP_344501.1
6350	10116	317036	RGD1560857	392348923	XP_229707.3
6356	9606	170506	DHX36	167830433	NP_065916.2
6356	10090	72162	Dhx36	240848573	NP_082412.2
6356	10116	310461	Dhx36	157818387	NP_001101148.1
6368	9606	51652	CHMP3	7706353	NP_057163.1
6368	10090	66700	Chmp3	31541959	NP_080059.2
6368	10116	282834	Chmp3	27229308	NP_758834.1
6369	9606	27247	NFU1	50593021	NP_001002755.1
6369	10090	56748	Nfu1	282154803	NP_001164062.1
6369	10116	297416	Nfu1	282154799	NP_001100076.2
6372	9606	255967	PAN3	281427224	NP_787050.6
6372	10090	72587	Pan3	270265830	NP_082567.3
6372	10116	360760	Pan3	564378166	XP_006248904.1
6377	9606	55660	PRPF40A	151301228	NP_060362.3
6377	10090	56194	Prpf40a	9055218	NP_061255.1
6377	10116	295607	Prpf40a	157817077	NP_001099950.1
6379	9606	51154	MRTO4	18490987	NP_057267.2
6379	10090	434693	Gm5633	149262895	XP_001480610.1
6379	10090	69902	Mrto4	37537520	NP_076025.1
6379	10090	668455	Gm9178	94392404	XP_001004798.1
6379	10116	298586	Mrto4	157821625	NP_001100167.1
6382	9606	27243	CHMP2A	38372933	NP_940818.1
6382	10090	68953	Chmp2a	21312151	NP_081161.1
6382	10116	365191	Chmp2a	157821085	NP_001102376.1
6384	9606	10059	DNM1L	510937025	NP_001265393.1
6384	10090	74006	Dnm1l	448261635	NP_001263269.1
6384	10116	114114	Dnm1l	77917614	NP_446107.2
6389	9606	64794	DDX31	17505907	NP_073616.6
6389	10090	227674	Ddx31	254675193	NP_001028466.2
6389	10116	311835	Ddx31	170016030	NP_001101294.2
6391	9606	25972	UNC50	21361476	NP_054763.2
6391	10090	67387	Unc50	13385628	NP_080399.1
6391	10116	192356	Unc50	20302127	NP_620274.1
6395	9606	55644	OSGEP	8923380	NP_060277.1
6395	10090	66246	Osgep	84662768	NP_598437.2
6395	10116	290028	Osgep	189303591	NP_001093980.1
6396	9606	25829	TMEM184B	63259329	NP_036396.2
6396	10090	223693	Tmem184b	359465558	NP_001240748.1
6396	10116	362959	Tmem184b	290563155	NP_001166841.1
6399	9606	27095	TRAPPC3	401461775	NP_001257823.1
6399	10090	27096	Trappc3	7304929	NP_038746.1
6399	10116	362599	Trappc3	56605828	NP_001008377.1
6403	9606	60528	ELAC2	145553959	NP_060597.4
6403	10090	68626	Elac2	257153445	NP_075968.2
6403	10116	282826	Elac2	27229304	NP_758829.1
6404	9606	84154	RPF2	39930469	NP_115570.1
6404	10090	67239	Rpf2	110347519	NP_075812.3
6404	10116	294436	Rpf2	157822643	NP_001099861.1
6406	9606	60625	DHX35	20544129	NP_068750.2
6406	10090	71715	Dhx35	21919420	NP_665685.1
6406	10116	362260	Dhx35	157820177	NP_001102071.1
6421	9606	27339	PRPF19	7657381	NP_055317.1
6421	10090	28000	Prpf19	19527358	NP_598890.1
6421	10116	246216	Prpf19	74095899	NP_647549.2
6424	9606	7511	XPNPEP1	264681563	NP_065116.3
6424	10090	170750	Xpnpep1	406855427	NP_573479.3
6424	10116	170751	Xpnpep1	18777778	NP_571988.1
